callico_id,arkindex_id,arkindex_line_id,ground_truth,pylaia_prediction,highlight_url,Strike-though,Punctuation,Accents,Casing,Ambiguity,Segmentation issue,Rotation,Printed text,Hallucinations,Reading order
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,65811f30-f67e-4ef6-9e69-edd0e5ea64f0,Hr. H. Ross har begyndt at udgive en ord-,Hr. H. Bass har begyndt at udgive en ord-,https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=65811f30-f67e-4ef6-9e69-edd0e5ea64f0,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,3212e561-faeb-4538-a480-3ec9443c8dba,"samling, faldt det mig ind, at jeg burde spørge","samling, fald det mig ind, at jeg burde spørge",https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=3212e561-faeb-4538-a480-3ec9443c8dba,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,c05fa63d-48ff-4c6a-81e8-67a23b492e18,"Dem, om De eller maaske Hr. Ross kunde","Dem, om De eller maaske Hr. Koss kunde",https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=c05fa63d-48ff-4c6a-81e8-67a23b492e18,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,7172b42a-a005-40a3-9d3e-fc80125880dd,ønske at faa min lille ordsamling.,ønske at faa min lille udsamling.,https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=7172b42a-a005-40a3-9d3e-fc80125880dd,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,dfce7840-e65f-4c75-bd8f-dddfc36512fc,Jeg tør maaske bede dem om et par,Jeg tør maaske bede Dem om et for,https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=dfce7840-e65f-4c75-bd8f-dddfc36512fc,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,88e75b5a-1a8b-4ac3-8bb2-11de591a74b7,"linjer, hvorledes jeg skal forholde mig.","linger, hvorades jeg skal forholde mig.",https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=88e75b5a-1a8b-4ac3-8bb2-11de591a74b7,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,bbc39988-d701-49e4-b163-553dd5be4162,Borge prestegd den 9 mai 1881,Borge presteg den 9. mai 1871,https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=bbc39988-d701-49e4-b163-553dd5be4162,,,,,,,,,,
312ebe29-8bfe-4307-8e17-f503c8091e5b,3f3d2719-f0b1-4572-87cd-fb2fac0446f5,21933e27-b75e-4b8e-91f1-442348c8d336,O Skattebøl,Vattebøt,https://demo.arkindex.org/element/3f3d2719-f0b1-4572-87cd-fb2fac0446f5?highlight=21933e27-b75e-4b8e-91f1-442348c8d336,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,6fad82e7-9fd6-4e99-9d58-87973b8b9884,"Uppsala, Luthagsesplanaden 25, d. 20.12.1940","Uppsala, Luthagresplanaden 25, d. 20.12. 1940.",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=6fad82e7-9fd6-4e99-9d58-87973b8b9884,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,e801627e-76e1-4642-b24f-b541b7aede10,Kjære Sigrid!,Kjere Sigrid.,https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=e801627e-76e1-4642-b24f-b541b7aede10,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,99b656e8-1470-476d-928b-a47ac483054c,"Lyttkens og læst dine brev, så jeg vet litt om dig. Og igår,","Lytthens og læst dine brev, så jeg vet litt om dig. Og igår,",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=99b656e8-1470-476d-928b-a47ac483054c,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,330271b8-2eb8-4595-80fc-39b21f0a8b92,"da jeg var hos fru Wyller, i Stockholm, kom det brev fra dig","da jeg var hos fru Byller, i Stockholm, hvem det brev fra dig",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=330271b8-2eb8-4595-80fc-39b21f0a8b92,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,11cbdab1-a400-416d-84f9-e889c50356ed,gått med til foredrag Sverige rundt og til arbeide for,gått med til foredrag Everige rundt og til arbeide for,https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=11cbdab1-a400-416d-84f9-e889c50356ed,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,6cc3ca4d-88d0-4866-bc5e-974305ef1977,"av dagene, eller kanske alle, og mintes den underlige reisen","av dagene, eller hanske alle, og mintes den underlige reisen",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=6cc3ca4d-88d0-4866-bc5e-974305ef1977,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,67379b07-955f-4429-ae93-8671bd0824d4,vår og spurt mig efter dine lange veier. Jeg tror du kan,vår og spurt mig efter dine lange veier. Jeg tror du han,https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=67379b07-955f-4429-ae93-8671bd0824d4,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,d51fd586-c2e0-4f8d-be14-50484066b9ac,"Og svensk stemning er en ""tillgång"" for Norge nu, ganske","Og svenske stemning er en ""tillgång for Norge nu, ganske",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=d51fd586-c2e0-4f8d-be14-50484066b9ac,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,b0807c3c-23a1-4227-8532-70782c90487c,anderledes enn i sommer. Man forstår bedre og er blitt modigere.,anderledes som i sommer. Man forstår bedre og er blitt modigere.,https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=b0807c3c-23a1-4227-8532-70782c90487c,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,3df45d41-4c74-4fd3-9355-5f4600150df9,"Hjemme, i Norge, sætter de hårdt mot hårdt, mere","Hjemme, i Norge, sætter de hårdt mit hårdt, mere",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=3df45d41-4c74-4fd3-9355-5f4600150df9,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,d1227a0a-8d0a-4678-b829-603afbcd2888,og mere. Fra venner hører jeg. Lille-Sigrid (Thomas) skulde,og mere. Fra venner hører jeg. Lille- Sigrid (Thomas skulde,https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=d1227a0a-8d0a-4678-b829-603afbcd2888,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,eec26118-0b81-4619-8c31-f567339b6c7a,"kom en datter av Georg Morgenstierne. - Fra Falkberget, som","hvem en datter av Geng Morgenstierne. - Fra Falkberget, som",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=eec26118-0b81-4619-8c31-f567339b6c7a,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,3f6c5ebf-1dc0-4975-8a41-1a01b04930c4,"forlængst er hjemme, fikk jeg brev og hans nye bok; den er","forlængst er hjemme, fikk jeg brev og hans nye levle; den er",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=3f6c5ebf-1dc0-4975-8a41-1a01b04930c4,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,a0cd5e0a-55de-4678-9b46-170e37810dbd,"ulæst inntil videre (av mig), men kanske jeg tar den i julen","ulæst intil videre (av mig), men kanske jeg tar den i julen",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=a0cd5e0a-55de-4678-9b46-170e37810dbd,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,334d1c72-3f2c-41d4-8c58-e5b6d4980d34,"på Högfors, dit reiser vi imorgen, til Vivekas søster. - Fru Wyller","på Högfors, det reiser vi imorgen, til Vinehas søster. - Den hyller",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=334d1c72-3f2c-41d4-8c58-e5b6d4980d34,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,abbe999d-d682-4c94-b1f1-34bcd091f6af,"blev så glad for ditt brev! Hun er tapper, stor. Jeg skriver","blev så glad for ditt brev. Hun er tapper, stor. Jeg skriver",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=abbe999d-d682-4c94-b1f1-34bcd091f6af,,,,,,,,,,
0d4b4284-3f51-44bd-ae8f-248e0bc2ae5a,42647a08-27a5-4b2e-aa21-cffbf1ff6be2,ab96bcca-ab5c-4a07-91e8-4328b3db30c3,"nu om Anders for ""Ord och Bild"". - Stina og barnene","nu om Anders for ""Ord och Bild. - Stina og barnene",https://demo.arkindex.org/element/42647a08-27a5-4b2e-aa21-cffbf1ff6be2?highlight=ab96bcca-ab5c-4a07-91e8-4328b3db30c3,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,9d7998ba-4065-4116-833a-c2275be25662,Neergaard Nils J. Gunerus,heergaard Nils og Gunerus,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=9d7998ba-4065-4116-833a-c2275be25662,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,db9ea3cc-6585-4696-bb79-751398c7bfa6,1875,187,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=db9ea3cc-6585-4696-bb79-751398c7bfa6,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,5ffb4c94-9070-4087-bb62-7a6edbb994fa,laan - 5 spdlr. - Man kan snu,laan - 5 Spdlr. - Man kan nu,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=5ffb4c94-9070-4087-bb62-7a6edbb994fa,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,73a96a06-4e23-4795-ac48-00df5e939757,"sig, saa skarpt man vil, i samfundet,","Dig, saa skarpt man vil, i samfundet",https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=73a96a06-4e23-4795-ac48-00df5e939757,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,727cd823-580f-46c8-9ef7-f412c6c0e8e8,"""ret og skjel"". - Den skjønsomhed, som","ret og skjel. - Den skjønsomhed, som",https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=727cd823-580f-46c8-9ef7-f412c6c0e8e8,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,afae16c9-71c5-4232-921c-c38c2db895b4,"Restaurationen i Kong Karl, 18 april 1875.",Hestaurationen i Kong Karl. 18 April 1875.,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=afae16c9-71c5-4232-921c-c38c2db895b4,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,9117fe60-f5e3-43cf-a961-821c6daee5ee,student.,Student.,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=9117fe60-f5e3-43cf-a961-821c6daee5ee,,,,,,,,,,
83957e2f-f827-4b15-8bb7-16ba860810e1,45c6ff3a-ce7a-4e0f-98d8-2378fb937f55,ac07f6e3-ab0b-4a5a-8cf5-d3833910433e,stud 1874,stad 1894,https://demo.arkindex.org/element/45c6ff3a-ce7a-4e0f-98d8-2378fb937f55?highlight=ac07f6e3-ab0b-4a5a-8cf5-d3833910433e,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,e3fe4e63-f5e9-4bcd-8c47-03dbd8fee97b,Trysil 13.11.19.,Tuil 18.11.19.,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=e3fe4e63-f5e9-4bcd-8c47-03dbd8fee97b,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,5dc59b7d-04b3-45f3-bb69-92343f27582a,"Det var ein liten ting eg kom til aa tenkje paa,","Det var en liten ting og kom til aa tenke paa,",https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=5dc59b7d-04b3-45f3-bb69-92343f27582a,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,9da8e3e1-1072-42f8-90c9-fb7a30f00da2,og som eg gjerne vilde nemne for for-,og som og gjerne vide nemme for for-,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=9da8e3e1-1072-42f8-90c9-fb7a30f00da2,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,069f79da-5d98-480e-903f-a83773cb53bf,vel halde oss saa nokolunde a jour med,vil holde oss saa netolunde agaue med,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=069f79da-5d98-480e-903f-a83773cb53bf,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,3253f34d-190f-470f-942d-d512b358c22e,kjem ut her til lands. Men for oss som,hjem ut ter tillands. Men for oss som,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=3253f34d-190f-470f-942d-d512b358c22e,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,9d634df5-5cf7-489b-a8cf-8402a1dc1a32,bor borti avkrokane er dette dyrt og,har borti avkrakane er dette det og,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=9d634df5-5cf7-489b-a8cf-8402a1dc1a32,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,f49ad53c-a0e6-46ac-9450-295193280694,"vandskeleg! Ja, for meg er det mest uraad.","vanskelig! Ja, for mig er det mest maad-",https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=f49ad53c-a0e6-46ac-9450-295193280694,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,142f3560-eff3-4f97-bcc4-00580410604b,Eg kunde vel ha raad til aa kjøpe ein del.,Eg Misch vil ha raad vil en kjøpe in del.,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=142f3560-eff3-4f97-bcc4-00580410604b,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,72560b73-a156-4edb-b22f-b3cb89603161,Men kvifor skal eg det naar det kjem ein,Men korfor skal og det naar det hjem sin,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=72560b73-a156-4edb-b22f-b3cb89603161,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,90bb00b0-3dea-4737-969a-d17561d7ec89,heil brote bøker kvart aar som eg bryr,till brate bake kvart aa s og tyr,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=90bb00b0-3dea-4737-969a-d17561d7ec89,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,2ec3d040-8f6a-43fa-ae1e-41a893bd52f2,meg lite om? Var det for mykje aa,mig lite om? Var det for mulige om,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=2ec3d040-8f6a-43fa-ae1e-41a893bd52f2,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,94eade25-e12d-43b2-aa6d-e32c28c43fdd,"Norli, Gyldendahl og Cammermeyer kvart","Norli, Gyldendahl og Cammermeyer krast",https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=94eade25-e12d-43b2-aa6d-e32c28c43fdd,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,d4213537-cd0d-4b3b-8be3-ec1592fa1b17,aar sendte medlemene i det sakkyndige,om sindte medlemene i det sakkyndige,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=d4213537-cd0d-4b3b-8be3-ec1592fa1b17,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,7336574f-0418-4d56-8827-7cf52c537ae1,utvalg alle skjønliterære bøker som dei,utvalg alle skjønliterære bøker om dei,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=7336574f-0418-4d56-8827-7cf52c537ae1,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,070d91ae-773f-4204-b90b-60535414a0a5,Eg ventar det beste var nok om for-,Og notar det siste ma nok om bor-,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=070d91ae-773f-4204-b90b-60535414a0a5,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,0ec22867-f9b1-406c-9481-e84529e59812,mannen skreiv til dei om dette.,mannen skliv til du om dette.,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=0ec22867-f9b1-406c-9481-e84529e59812,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,89bcc069-c91c-4441-b853-ff5777b34de3,Med hjarteleg helsing,Med hjærtelig tilsig,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=89bcc069-c91c-4441-b853-ff5777b34de3,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,15f64968-1381-475a-996f-c5031500fe9c,din,Din,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=15f64968-1381-475a-996f-c5031500fe9c,,,,,,,,,,
a97aa600-15eb-4e84-b7dc-ade07b4a87f3,4805e117-3b29-4cb7-a537-4d17476e801d,d7b4ec19-5bca-438f-976d-73defaf23ea1,Sven Moren.,Som Norm.,https://demo.arkindex.org/element/4805e117-3b29-4cb7-a537-4d17476e801d?highlight=d7b4ec19-5bca-438f-976d-73defaf23ea1,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,746ecf02-4bbd-4368-a8a1-899eb7ac8e69,"stor og tung, og det graver og værker","stor og tung, og det grave og værker",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=746ecf02-4bbd-4368-a8a1-899eb7ac8e69,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,e338d609-595e-45a7-be9f-ffeaec760b2c,16. febr. 1887,16. febr. 1887.,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=e338d609-595e-45a7-be9f-ffeaec760b2c,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,3fcdf5d5-5e3d-4998-ad28-b44ed1be0036,inde i brystet - Erik blev syg bagefter og,inde i brystet - Enk blev syg bagefter og,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=3fcdf5d5-5e3d-4998-ad28-b44ed1be0036,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,6b55b624-94e4-4417-9f13-d751de435aeb,"Kjære, kjære Kitty.",Kjære Kjære Kitty,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=6b55b624-94e4-4417-9f13-d751de435aeb,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,8a0a222e-b2b7-4983-b9b1-f41c4f7d82d5,Jeg vidste nok at du vilde blive bedrøvet,"Jeg vidste nok at du vilde blive bedrøvet,",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=8a0a222e-b2b7-4983-b9b1-f41c4f7d82d5,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,e3038650-fb38-48e4-a25e-73a52cb4dcc7,laa i 3 dage; men er nu frisk igjen og begyndt,"laa i 3 dage, men er nu frisk gjære og begyndt",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=e3038650-fb38-48e4-a25e-73a52cb4dcc7,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,49929ae9-2a79-4a53-8da5-7a9c3718ce24,"naar du hørte, at vi havde mistet vor deilige",naar du hørte at vi havde mistet vor deilige,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=49929ae9-2a79-4a53-8da5-7a9c3718ce24,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,3c78197b-26cd-4fb4-bd4f-904d338ac1c1,"skal nok se, at blive kjæk igjen, jeg har","skal nok så at blive kjæk igjen, jeg har",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=3c78197b-26cd-4fb4-bd4f-904d338ac1c1,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,ce5eb94f-1a6e-44da-a739-bc774fd8f5a3,lille gut. Idag er det 14 dage siden han døde -,"lille gut. Idag er det 12 dage siden, hun døde",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=ce5eb94f-1a6e-44da-a739-bc774fd8f5a3,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,da794fbe-5fbf-4263-bbac-5d93b78d09d1,"og det er saa forfærdeligt, aa Kitty han var","og det er saa forfærdeligt, aa Kitty har var",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=da794fbe-5fbf-4263-bbac-5d93b78d09d1,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,e457a33a-4379-40d2-9d8b-306b0ab53e17,"min fryd, - han var saa stor og deilig nu,","min fryd, - han var saa stor og delig nu,",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=e457a33a-4379-40d2-9d8b-306b0ab53e17,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,2898ace8-34ca-42d3-b6fb-d5d7317ff580,havde faaet 4 tænder og vi troede det værste,havde faaet 4 tunder og vi troede det værste,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=2898ace8-34ca-42d3-b6fb-d5d7317ff580,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,d0588359-bef0-4aab-81b5-9d2f67058d2a,"nær af at jeg er bedrøvet, og jeg har jo","vigen af, at jeg er bedrøvet, og jeg har jo",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=d0588359-bef0-4aab-81b5-9d2f67058d2a,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,41061012-c958-4694-a7f5-a977692d4660,"endnu en deilig gut igjen, han er saa","endnu en delig gut igjen, han er saa",https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=41061012-c958-4694-a7f5-a977692d4660,,,,,,,,,,
c7406dba-921f-4739-bc63-61a83f8e0114,4b860ed2-d51a-41bd-b73f-698a51730d5a,793e1ed5-f375-4229-9d98-7a9698e9f62c,"var over - du skulde seet ham, naar Erik",var over - du skulde seet ham naar Erik,https://demo.arkindex.org/element/4b860ed2-d51a-41bd-b73f-698a51730d5a?highlight=793e1ed5-f375-4229-9d98-7a9698e9f62c,,,,,,,,,,
